rowid;ref;fecha_creacion;num_facturas
2101;CT2008-2030;2021-04-06;8
2102;CT2008-2031;2021-04-06;2
2103;CT2008-2032;2021-04-06;5
2104;CT2008-2033;2021-04-06;4
2105;CT2008-2034;2021-04-06;2
2106;CT2008-2035;2021-04-06;8
2107;CT2008-2036;2021-01-22;6
2108;CT2008-2037;2021-04-06;2
2109;CT2008-2038;2021-04-06;6
2110;CT2008-2039;2021-02-13;7
2111;CT2008-2040;2021-04-06;7
2112;CT2008-2041;2021-04-06;4
2113;CT2008-2042;2021-04-06;1
2114;CT2008-2043;2021-04-06;1
2115;CT2008-2044;2021-04-06;2
2116;CT2008-2045;2021-04-06;8
2117;CT2008-2046;2021-04-06;0
2118;CT2008-2047;2021-02-12;8
2119;CT2008-2048;2021-04-06;9
2120;CT2008-2049;2021-04-06;2
2121;CT2008-2050;2021-04-06;9
2122;CT2008-2051;2021-04-06;2
2123;CT2008-2052;2021-04-06;5
2124;CT2008-2053;2021-02-12;3
2125;CT2008-2054;2020-12-07;7
2126;CT2008-2055;2021-04-06;7
2127;CT2008-2056;2021-01-21;3
2128;CT2008-2057;2021-02-13;4
2129;CT2008-2058;2021-04-06;7
2130;CT2008-2059;2021-04-06;1
2131;CT2008-2060;2021-02-13;2
2132;CT2008-2061;2021-02-13;5
2133;CT2008-2062;2021-02-13;2
2134;CT2008-2063;2020-12-14;1
2135;CT2008-2064;2020-12-17;6
2136;CT2008-2065;2021-04-06;7
2137;CT2008-2066;2021-04-06;7
2138;CT2008-2067;2021-04-06;1
2139;CT2008-2068;2021-04-06;7
2140;CT2008-2069;2021-02-09;8
2141;CT2008-2070;2021-01-07;5
2142;CT2008-2071;2021-02-09;0
2143;CT2008-2072;2021-04-06;9
2144;CT2008-2073;2021-04-06;2
2145;CT2008-2074;2021-04-06;2
2146;CT2008-2075;2021-04-06;1
2147;CT2008-2076;2020-12-11;6
2148;CT2008-2077;2020-12-30;9
2149;CT2008-2078;2021-04-06;5
2150;CT2008-2079;2021-02-13;5
2151;CT2008-2080;2020-11-10;3
2152;CT2008-2081;2021-02-13;2
2153;CT2008-2082;2021-04-06;3
2154;CT2008-2083;2021-04-06;4
2155;CT2008-2084;2020-12-01;6
2156;CT2008-2085;2021-04-06;4
2157;CT2008-2086;2021-04-06;3
2158;CT2008-2087;2021-04-06;5
2159;CT2008-2088;2021-04-06;9
2160;CT2008-2089;2021-04-06;2
2161;CT2008-2090;2021-04-06;0
2162;CT2008-2091;2021-02-09;4
2163;CT2008-2092;2021-04-06;2
2164;CT2008-2093;2021-01-22;3
2165;CT2008-2094;2021-04-06;4
2166;CT2008-2095;2021-04-06;3
2167;CT2008-2096;2021-02-14;7
2168;CT2008-2097;2021-04-06;7
2169;CT2008-2098;2021-04-06;4
2170;CT2008-2099;2021-04-06;6
2171;CT2008-2100;2021-04-06;2
2172;CT2008-2101;2020-11-10;3
2173;CT2008-2102;2020-12-14;9
2174;CT2008-2103;2021-04-06;7
2175;CT2008-2104;2021-04-06;0
2176;CT2008-2105;2021-02-13;0
2177;CT2008-2106;2021-04-06;3
2178;CT2008-2107;2021-04-06;7
2179;CT2008-2108;2021-04-06;6
2180;CT2008-2109;2021-02-14;5
2181;CT2008-2110;2021-02-13;7
2182;CT2008-2111;2021-01-04;3
2183;CT2008-2112;2021-04-06;2
2184;CT2008-2113;2020-12-11;9
2185;CT2008-2114;2021-04-06;0
2186;CT2008-2115;2020-12-30;8
2187;CT2008-2116;2021-02-14;3
2188;CT2008-2117;2021-02-12;3
2189;CT2008-2118;2021-04-06;1
2190;CT2008-2119;2021-04-06;9
2191;CT2008-2120;2021-04-06;6
2192;CT2008-2121;2021-02-12;7
2193;CT2008-2122;2021-04-06;9
2194;CT2008-2123;2020-11-10;7
2195;CT2008-2124;2020-12-15;2
2196;CT2008-2125;2021-04-06;0
2197;CT2008-2126;2021-04-06;4
2198;CT2008-2127;2020-12-14;5
2199;CT2008-2128;2021-04-06;6
2200;CT2008-2129;2021-04-06;8
2201;CT2008-2130;2021-02-14;7
2202;CT2008-2131;2021-04-06;9
2203;CT2008-2132;2021-01-21;2
2204;CT2008-2133;2021-04-06;5
2205;CT2008-2134;2021-04-06;0
2206;CT2008-2135;2021-04-06;6
2207;CT2008-2136;2021-02-09;3
2208;CT2008-2137;2021-02-13;2
2209;CT2008-2138;2021-04-06;0
2210;CT2008-2139;2021-01-12;8
2211;CT2008-2140;2021-01-18;4
2212;CT2008-2141;2020-11-10;8
2213;CT2008-2142;2021-04-06;8
2214;CT2008-2143;2021-04-06;3
2215;CT2008-2144;2021-04-06;9
2216;CT2008-2145;2021-04-06;3
2217;CT2008-2146;2021-01-18;9
2218;CT2008-2147;2021-04-06;5
2219;CT2008-2148;2021-04-06;2
2220;CT2008-2149;2021-04-06;9
2221;CT2008-2150;2021-07-12;6
2222;CT2008-2151;2021-04-06;4
2223;CT2008-2152;2021-04-06;5
2224;CT2008-2153;2020-12-04;1
2225;CT2008-2154;2021-02-14;1
2226;CT2008-2155;2021-04-06;9
2227;CT2008-2156;2020-12-29;0
2228;CT2008-2157;2021-02-13;1
2229;CT2008-2158;2021-04-06;1
2230;CT2008-2159;2021-04-06;2
2231;CT2008-2160;2021-04-06;6
2232;CT2008-2161;2020-12-31;3
2233;CT2008-2162;2021-04-06;1
2234;CT2008-2163;2020-12-29;3
2235;CT2008-2164;2021-01-21;4
2236;CT2008-2165;2021-04-06;3
2237;CT2008-2166;2021-01-25;8
2238;CT2008-2167;2021-04-06;3
2239;CT2008-2168;2021-04-06;1
2240;CT2008-2169;2021-02-13;2
2241;CT2008-2170;2021-04-06;5
2242;CT2008-2171;2021-04-06;9
2243;CT2008-2172;2020-11-10;5
2244;CT2008-2173;2021-04-06;0
2245;CT2008-2174;2021-02-14;8
2246;CT2008-2175;2021-04-06;2
2247;CT2008-2176;2021-04-06;4
2248;CT2008-2177;2021-04-06;6
2249;CT2008-2178;2021-04-06;9
2250;CT2008-2179;2021-02-09;7
2251;CT2008-2180;2020-11-10;5
2252;CT2008-2181;2021-04-06;2
2253;CT2008-2182;2021-06-28;8
2254;CT2008-2183;2020-12-31;7
2255;CT2008-2184;2021-04-06;0
2256;CT2008-2185;2021-04-06;9
2257;CT2008-2186;2021-04-06;4
2258;CT2008-2187;2021-04-06;3
2259;CT2008-2188;2021-01-25;1
2260;CT2008-2189;2021-02-13;3
2261;CT2008-2190;2021-04-06;5
2262;CT2008-2191;2021-04-06;3
2263;CT2008-2192;2021-02-09;7
2264;CT2008-2193;2021-04-06;8
2265;CT2008-2194;2021-04-06;9
2266;CT2008-2195;2021-04-06;4
2267;CT2008-2196;2021-04-06;3
2268;CT2008-2197;2021-02-14;7
2269;CT2008-2198;2021-04-06;6
2270;CT2008-2199;2021-02-14;6
2271;CT2008-2200;2020-12-30;8
2272;CT2008-2201;2021-04-06;4
2273;CT2008-2202;2021-04-06;2
2274;CT2008-2203;2020-12-14;8
2275;CT2008-2204;2021-04-06;3
2276;CT2008-2205;2021-04-06;6
2277;CT2008-2206;2021-04-06;8
2278;CT2008-2207;2021-04-06;6
2279;CT2008-2208;2021-04-06;5
2280;CT2008-2209;2021-04-06;7
2281;CT2008-2210;2020-12-15;1
2282;CT2008-2211;2021-04-06;1
2283;CT2008-2212;2021-07-12;6
2284;CT2008-2213;2021-04-06;6
2285;CT2008-2214;2021-04-06;3
2286;CT2008-2215;2021-01-20;3
2287;CT2008-2216;2021-04-06;0
2288;CT2008-2217;2020-12-30;2
2289;CT2008-2218;2021-04-06;1
2290;CT2008-2219;2021-04-06;2
2291;CT2008-2220;2021-02-13;9
2292;CT2008-2221;2020-12-30;8
2293;CT2008-2222;2021-04-06;3
2294;CT2008-2223;2021-04-06;3
2295;CT2008-2224;2021-04-06;7
2296;CT2008-2225;2020-12-30;2
2297;CT2008-2226;2021-02-09;6
2298;CT2008-2227;2021-02-09;4
2299;CT2008-2228;2021-04-06;5
2300;CT2008-2229;2021-01-06;2
2301;CT2008-2230;2021-02-13;8
2302;CT2008-2231;2021-02-13;5
2303;CT2008-2232;2021-04-06;9
2304;CT2008-2233;2021-02-13;3
2305;CT2008-2234;2021-04-06;0
2306;CT2008-2235;2021-01-12;2
2307;CT2008-2236;2021-04-06;2
2308;CT2008-2237;2021-04-06;2
2309;CT2008-2238;2021-04-06;1
2310;CT2008-2239;2021-04-06;0
2311;CT2008-2240;2021-04-06;0
2312;CT2008-2241;2021-04-06;9
2313;CT2008-2242;2021-04-06;5
2314;CT2008-2243;2020-12-14;7
2315;CT2008-2244;2021-04-06;4
2316;CT2008-2245;2021-04-06;2
2317;CT2008-2246;2021-04-06;2
2318;CT2008-2247;2020-12-30;4
2319;CT2008-2248;2020-12-31;6
2320;CT2008-2249;2021-02-13;5
2321;CT2008-2250;2021-01-22;8
2322;CT2008-2251;2021-04-06;9
2323;CT2008-2252;2021-04-06;5
2324;CT2008-2253;2021-04-06;3
2325;CT2008-2254;2021-04-06;0
2326;CT2008-2255;2020-12-30;7
2327;CT2008-2256;2021-04-06;6
2328;CT2008-2257;2021-04-06;6
2329;CT2008-2258;2021-04-06;3
2330;CT2008-2259;2020-12-31;0
2331;CT2008-2260;2020-12-30;3
2332;CT2008-2261;2021-03-17;9
2333;CT2008-2262;2021-02-13;9
2334;CT2008-2263;2021-04-06;9
2335;CT2008-2264;2021-01-04;7
2336;CT2008-2265;2021-04-06;9
2337;CT2008-2266;2020-12-31;3
2338;CT2008-2267;2020-12-30;5
2339;CT2008-2268;2021-04-06;9
2340;CT2008-2269;2021-04-06;3
2341;CT2008-2270;2020-12-21;8
2342;CT2008-2271;2021-04-06;0
2343;CT2008-2272;2021-04-06;6
2344;CT2008-2273;2021-04-06;9
2345;CT2008-2274;2021-04-06;0
2346;CT2008-2275;2021-04-06;0
2347;CT2008-2276;2021-04-06;1
2348;CT2008-2277;2020-12-30;6
2349;CT2008-2278;2021-04-06;1
2350;CT2008-2279;2021-01-12;2
2351;CT2008-2280;2021-02-13;9
2352;CT2008-2281;2021-04-06;2
2353;CT2008-2282;2021-04-06;8
2354;CT2008-2283;2021-04-06;5
2355;CT2008-2284;2021-01-21;3
2356;CT2008-2285;2020-12-30;0
2357;CT2008-2286;2021-04-06;5
2358;CT2008-2287;2021-04-06;7
2359;CT2008-2288;2021-04-06;5
2360;CT2008-2289;2021-04-06;2
2361;CT2008-2290;2021-02-13;2
2362;CT2008-2291;2021-04-06;4
2363;CT2008-2292;2021-04-06;2
2364;CT2008-2293;2021-02-13;1
2365;CT2008-2294;2021-02-13;2
2366;CT2008-2295;2021-04-06;7
2367;CT2008-2296;2021-04-06;0
2368;CT2008-2297;2021-04-06;8
2369;CT2008-2298;2020-12-30;5
2370;CT2008-2299;2021-04-06;0
2371;CT2008-2300;2021-02-13;3
2372;CT2008-2301;2021-01-21;1
2373;CT2008-2302;2021-04-06;9
2374;CT2008-2303;2021-04-06;8
2375;CT2008-2304;2021-02-14;4
2376;CT2008-2305;2021-04-06;9
2377;CT2008-2306;2021-02-14;9
2378;CT2008-2307;2021-04-06;7
2379;CT2008-2308;2021-04-06;1
2380;CT2008-2309;2021-04-06;2
2381;CT2008-2310;2021-04-06;9
2382;CT2008-2311;2020-12-30;5
2383;CT2008-2312;2021-01-21;9
2384;CT2008-2313;2021-02-12;8
2385;CT2008-2314;2021-02-13;5
2386;CT2008-2315;2020-12-30;9
2387;CT2008-2316;2021-04-06;5
2388;CT2008-2317;2020-12-30;9
2389;CT2008-2318;2020-12-30;7
2390;CT2008-2319;2020-12-30;1
2391;CT2008-2320;2021-01-21;3
2392;CT2008-2321;2021-04-06;5
2393;CT2008-2322;2020-11-26;2
2394;CT2008-2323;2020-12-30;3
2395;CT2008-2324;2021-02-14;7
2396;CT2008-2325;2020-12-01;4
2397;CT2008-2326;2021-01-20;7
2398;CT2008-2327;2021-04-06;8
2399;CT2008-2328;2021-04-06;3
2400;CT2008-2329;2020-11-10;2
2401;CT2008-2330;2021-04-06;1
2402;CT2008-2331;2021-04-06;7
2403;CT2008-2332;2021-04-06;8
2404;CT2008-2333;2021-01-21;6
2405;CT2008-2334;2021-04-06;4
2406;CT2008-2335;2021-02-14;5
2407;CT2008-2336;2020-12-29;9
2408;CT2008-2337;2021-02-13;0
2409;CT2008-2338;2021-04-06;1
2410;CT2008-2339;2021-01-20;5
2411;CT2008-2340;2021-02-13;9
2412;CT2008-2341;2020-12-30;4
2413;CT2008-2342;2020-12-17;0
2414;CT2008-2343;2021-04-06;5
2415;CT2008-2344;2021-01-26;7
2416;CT2008-2345;2021-04-06;5
2417;CT2008-2346;2021-04-06;8
2418;CT2008-2347;2020-11-10;1
2419;CT2008-2348;2021-04-06;1
2420;CT2008-2349;2021-04-06;4
2421;CT2008-2350;2021-04-06;9
2422;CT2008-2351;2021-01-25;0
2423;CT2008-2352;2021-04-06;2
2424;CT2008-2353;2021-04-06;9
2425;CT2008-2354;2021-04-06;2
2426;CT2008-2355;2021-04-06;6
2427;CT2008-2356;2020-12-29;1
2428;CT2008-2357;2021-02-12;1
2429;CT2008-2358;2021-04-06;1
2430;CT2008-2359;2021-01-25;9
2431;CT2008-2360;2021-04-06;0
2432;CT2008-2361;2021-01-25;6
2433;CT2008-2362;2021-04-06;1
2434;CT2008-2363;2021-04-06;7
2435;CT2008-2364;2021-04-06;6
2436;CT2008-2365;2021-04-06;0
2437;CT2008-2366;2021-04-06;2
2438;CT2008-2367;2020-12-31;6
2439;CT2008-2368;2020-11-10;4
2440;CT2008-2369;2020-12-21;4
2441;CT2008-2370;2020-12-30;5
2442;CT2008-2371;2021-04-06;9
2443;CT2008-2372;2021-02-13;0
2444;CT2008-2373;2021-04-06;9
2445;CT2008-2374;2020-11-10;4
2446;CT2008-2375;2021-04-06;9
2447;CT2008-2376;2021-04-06;8
2448;CT2008-2377;2021-04-06;1
2449;CT2008-2378;2021-01-12;1
2450;CT2008-2379;2020-11-25;3
2451;CT2008-2380;2021-02-12;9
2452;CT2008-2381;2021-02-13;4
2453;CT2008-2382;2021-04-06;9
2454;CT2008-2383;2020-11-10;0
2455;CT2008-2384;2021-01-20;4
2456;CT2008-2385;2020-11-10;9
2457;CT2008-2386;2021-04-06;5
2458;CT2008-2387;2021-01-05;3
2459;CT2008-2388;2021-04-06;7
2460;CT2008-2389;2020-12-30;9
2461;CT2008-2390;2021-04-06;2
2462;CT2008-2391;2021-04-06;0
2463;CT2008-2392;2021-02-13;8
2464;CT2008-2393;2020-11-27;8
2465;CT2008-2394;2021-04-06;9
2466;CT2008-2395;2021-02-13;1
2467;CT2008-2396;2021-02-13;3
2468;CT2008-2397;2021-02-14;6
2469;CT2008-2398;2020-12-30;4
2470;CT2008-2399;2021-04-06;7
2471;CT2008-2400;2021-04-06;9
2472;CT2008-2401;2020-12-31;1
2473;CT2008-2402;2021-04-06;0
2474;CT2008-2403;2021-04-06;3
2475;CT2008-2404;2021-04-06;0
2476;CT2008-2405;2021-04-06;8
2477;CT2008-2406;2020-12-04;4
2478;CT2008-2407;2021-02-12;6
2479;CT2008-2408;2020-12-04;5
2480;CT2008-2409;2021-01-12;3
2481;CT2008-2410;2021-04-06;1
2482;CT2008-2411;2021-04-06;4
2483;CT2008-2412;2020-12-21;0
2484;CT2008-2413;2020-11-25;5
2485;CT2008-2414;2020-12-30;8
2486;CT2008-2415;2021-04-06;4
2487;CT2008-2416;2020-11-10;0
2488;CT2008-2417;2021-04-06;8
2489;CT2008-2418;2021-04-06;1
2490;CT2008-2419;2021-04-06;5
2491;CT2008-2420;2021-04-06;2
2492;CT2008-2421;2021-04-06;2
2493;CT2008-2422;2021-04-06;4
2494;CT2008-2423;2021-01-04;5
2495;CT2008-2424;2020-12-30;4
2496;CT2008-2425;2021-04-06;6
2497;CT2008-2426;2021-02-14;9
2498;CT2008-2427;2021-02-13;3
2499;CT2008-2428;2021-04-06;7
2500;CT2008-2429;2021-04-06;2
2501;CT2008-2430;2021-04-06;7
2502;CT2008-2431;2021-01-05;6
2503;CT2008-2432;2020-12-30;5
2504;CT2008-2433;2021-04-06;6
2505;CT2008-2434;2020-12-30;8
2506;CT2008-2435;2021-04-06;8
2507;CT2008-2436;2021-04-06;2
2508;CT2008-2437;2021-04-06;1
2509;CT2008-2438;2021-04-06;8
2510;CT2008-2439;2021-04-06;4
2511;CT2008-2440;2021-04-06;3
2512;CT2008-2441;2021-04-06;2
2513;CT2008-2442;2021-02-14;1
2514;CT2008-2443;2020-12-30;7
2515;CT2008-2444;2020-12-04;3
2516;CT2008-2445;2020-12-04;3
2517;CT2008-2446;2021-01-12;3
2518;CT2008-2447;2020-12-04;7
2519;CT2008-2448;2021-04-06;3
2520;CT2008-2449;2021-04-06;5
2521;CT2008-2450;2020-11-10;7
2522;CT2008-2451;2021-01-20;9
2523;CT2008-2452;2021-04-06;6
2524;CT2008-2453;2021-04-06;0
2525;CT2008-2454;2021-04-06;0
2526;CT2008-2455;2021-04-06;8
2527;CT2008-2456;2021-04-06;1
2528;CT2008-2457;2020-12-15;4
2529;CT2008-2458;2021-01-07;0
2530;CT2008-2459;2021-04-06;4
2531;CT2008-2460;2021-04-06;8
2532;CT2008-2461;2021-04-06;7
2533;CT2008-2462;2021-04-06;0
2534;CT2008-2463;2021-04-06;6
2535;CT2008-2464;2021-02-12;8
2536;CT2008-2465;2021-04-06;2
2537;CT2008-2466;2021-04-06;6
2538;CT2008-2467;2021-04-06;7
2539;CT2008-2468;2021-04-06;6
2540;CT2008-2469;2021-04-06;0
2541;CT2008-2470;2021-04-06;7
2542;CT2008-2471;2021-03-17;7
2543;CT2008-2472;2021-04-06;1
2544;CT2008-2473;2021-02-14;2
2545;CT2008-2474;2021-04-06;6
2546;CT2008-2475;2021-04-06;1
2547;CT2008-2476;2021-02-13;1
2548;CT2008-2477;2021-04-06;2
2549;CT2008-2478;2021-04-06;7
2550;CT2008-2479;2021-04-06;5
2551;CT2008-2480;2020-11-10;3
2552;CT2008-2481;2021-04-06;6
2553;CT2008-2482;2021-04-06;6
2554;CT2008-2483;2021-04-06;0
2555;CT2008-2484;2021-04-06;7
2556;CT2008-2485;2021-04-06;0
2557;CT2008-2486;2021-04-06;1
2558;CT2008-2487;2021-04-06;5
2559;CT2008-2488;2021-02-13;8
2560;CT2008-2489;2021-04-06;6
2561;CT2008-2490;2021-04-06;9
2562;CT2008-2491;2020-11-17;1
2563;CT2008-2492;2020-12-29;5
2564;CT2008-2493;2020-11-10;6
2565;CT2008-2494;2020-11-10;3
2566;CT2008-2495;2020-12-29;2
2567;CT2008-2496;2021-04-06;3
2568;CT2008-2497;2021-01-04;9
2569;CT2008-2498;2021-04-06;6
2570;CT2008-2499;2021-04-06;1
2571;CT2008-2500;2021-04-06;9
2572;CT2008-2501;2020-12-29;4
2573;CT2008-2502;2021-04-06;2
2574;CT2008-2503;2021-04-06;7
2575;CT2008-2504;2020-12-28;2
2576;CT2008-2505;2020-12-29;0
2577;CT2008-2506;2021-04-06;0
2578;CT2008-2507;2021-04-06;1
2579;CT2008-2508;2020-11-10;2
2580;CT2008-2509;2021-04-06;5
2581;CT2008-2510;2021-01-26;2
2582;CT2008-2511;2020-12-30;6
2583;CT2008-2512;2021-04-06;3
2584;CT2008-2513;2020-11-10;1
2585;CT2008-2514;2021-04-06;5
2586;CT2008-2515;2020-11-10;5
2587;CT2008-2516;2020-11-10;2
2588;CT2008-2517;2020-11-10;3
2589;CT2008-2518;2021-01-04;2
2590;CT2008-2519;2020-12-30;3
2591;CT2008-2520;2021-04-06;0
2592;CT2008-2521;2021-02-13;2
2593;CT2008-2522;2021-02-14;6
2594;CT2008-2523;2021-04-06;7
2595;CT2008-2524;2020-08-21;1
2596;CT2008-2525;2021-04-06;2
2597;CT2008-2526;2021-04-06;4
2598;CT2008-2527;2021-04-06;7
2599;CT2008-2528;2020-12-16;0
2600;CT2008-2529;2020-11-10;3
2601;CT2008-2530;2021-04-06;4
2602;CT2008-2531;2020-11-10;1
2603;CT2008-2532;2021-02-14;7
2604;CT2008-2533;2021-04-06;5
2605;CT2008-2534;2021-01-21;6
2606;CT2008-2535;2021-04-06;9
2607;CT2008-2536;2020-11-10;8
2608;CT2008-2537;2021-04-06;7
2609;CT2008-2538;2021-02-12;4
2610;CT2008-2539;2021-04-06;5
2611;CT2008-2540;2021-04-06;6
2612;CT2008-2541;2021-04-06;6
2613;CT2008-2542;2020-12-14;0
2614;CT2008-2543;2020-11-10;3
2615;CT2008-2544;2021-04-06;1
2616;CT2008-2545;2021-02-13;2
2617;CT2008-2546;2020-11-10;3
2618;CT2008-2547;2021-04-06;9
2619;CT2008-2548;2021-04-06;9
2620;CT2008-2549;2021-04-06;0
2621;CT2008-2550;2020-11-10;9
2622;CT2008-2551;2020-11-10;3
2623;CT2008-2552;2020-11-10;5
2624;CT2008-2553;2021-02-14;8
2625;CT2008-2554;2020-11-10;0
2626;CT2008-2555;2020-11-10;0
2627;CT2008-2556;2021-04-06;7
2628;CT2008-2557;2021-03-15;8
2629;CT2008-2558;2021-04-06;5
2630;CT2008-2559;2020-12-31;3
2631;CT2008-2560;2021-04-06;2
2632;CT2008-2561;2020-12-30;2
2633;CT2008-2562;2021-04-06;2
2634;CT2008-2563;2021-04-06;5
2635;CT2008-2564;2021-06-28;0
2636;CT2008-2565;2021-02-12;0
2637;CT2008-2566;2021-04-06;9
2638;CT2008-2567;2021-04-06;1
2639;CT2008-2568;2021-04-06;3
2640;CT2008-2569;2021-04-06;1
2641;CT2008-2570;2021-02-13;5
2642;CT2008-2571;2021-04-06;8
2643;CT2008-2572;2020-11-10;2
2644;CT2008-2573;2021-07-06;2
2645;CT2008-2574;2020-12-30;5
2646;CT2008-2575;2020-12-30;9
2647;CT2008-2576;2021-04-06;0
2648;CT2008-2577;2021-04-06;3
2649;CT2008-2578;2021-04-06;0
2650;CT2008-2579;2021-02-14;9
2651;CT2008-2580;2021-04-06;3
2652;CT2008-2581;2021-01-27;2
2653;CT2008-2582;2020-11-10;2
2654;CT2008-2583;2021-04-06;6
2655;CT2008-2584;2020-12-30;5
2656;CT2008-2585;2021-04-06;0
2657;CT2008-2586;2020-12-30;7
2658;CT2008-2587;2020-11-10;7
2659;CT2008-2588;2021-04-06;5
2660;CT2008-2589;2020-12-28;7
2661;CT2008-2590;2020-11-10;0
2662;CT2008-2591;2021-04-06;9
2663;CT2008-2592;2020-11-10;0
2664;CT2008-2593;2021-02-12;6
2665;CT2008-2594;2021-02-14;0
2667;CT2008-2596;2021-04-06;2
2668;CT2008-2597;2021-01-12;1
2669;CT2008-2598;2021-01-12;5
2670;CT2008-2599;2020-12-30;7
2671;CT2008-2600;2020-10-02;4
2672;CT2008-2601;2021-04-06;2
2673;CT2008-2602;2021-04-06;6
2674;CT2008-2603;2021-04-06;4
2675;CT2008-2604;2020-08-21;5
2676;CT2008-2605;2021-04-06;6
2677;CT2008-2606;2021-04-06;1
2678;CT2008-2607;2021-01-04;0
2679;CT2008-2608;2021-04-06;9
2680;CT2008-2609;2021-04-06;8
2681;CT2008-2610;2021-02-13;6
2682;CT2008-2611;2020-12-21;3
2683;CT2008-2612;2021-04-06;0
2684;CT2008-2613;2020-11-25;7
2685;CT2008-2614;2020-11-27;4
2686;CT2008-2615;2021-02-13;3
2687;CT2008-2616;2021-04-06;5
2688;CT2008-2617;2021-04-06;5
2689;CT2008-2618;2021-04-06;0
2690;CT2008-2619;2021-04-06;7
2691;CT2008-2620;2021-04-06;6
2692;CT2008-2621;2020-11-10;0
2693;CT2008-2622;2021-04-06;5
2694;CT2008-2623;2021-02-14;8
2695;CT2008-2624;2021-04-06;1
2696;CT2008-2625;2021-04-06;3
2697;CT2008-2626;2021-04-06;6
2698;CT2008-2627;2021-02-13;8
2699;CT2008-2628;2021-04-06;2
2700;CT2008-2629;2021-04-06;0
2701;CT2008-2630;2021-04-06;1
2702;CT2008-2631;2020-12-04;2
2703;CT2008-2632;2021-04-06;5
2704;CT2008-2633;2021-04-06;8
2705;CT2008-2634;2021-04-06;1
2706;CT2008-2635;2021-04-06;1
2707;CT2008-2636;2021-04-06;8
2708;CT2008-2637;2021-02-24;9
2709;CT2008-2638;2021-02-10;5
2710;CT2008-2639;2021-04-06;5
2711;CT2008-2640;2021-04-06;5
2712;CT2008-2641;2020-12-04;4
2713;(PROV2713);2020-08-21;9
2714;CT2008-2642;2021-04-06;7
2715;CT2008-2643;2021-04-06;7
2716;CT2008-2644;2020-12-21;0
2717;CT2008-2645;2020-12-29;2
2718;CT2008-2646;2020-12-31;3
2719;CT2008-2647;2021-04-06;4
2720;CT2008-2648;2021-01-25;4
2721;CT2008-2649;2021-04-06;2
2722;CT2008-2650;2021-04-06;3
2723;CT2008-2651;2021-01-13;1
2724;CT2008-2652;2020-12-30;1
2725;CT2008-2653;2021-04-06;7
2726;CT2008-2654;2021-04-06;1
2727;CT2008-2655;2021-04-06;9
2728;CT2008-2656;2021-04-06;5
2729;CT2008-2657;2021-04-06;6
2730;CT2008-2658;2021-04-06;6
2731;CT2008-2659;2021-04-06;9
2732;CT2008-2660;2021-04-06;9
2733;CT2008-2661;2021-04-06;5
2734;CT2008-2662;2021-01-12;0
2735;CT2008-2663;2021-02-13;3
2736;CT2008-2664;2021-04-06;0
2737;CT2008-2665;2021-06-18;6
2738;CT2008-2666;2021-04-06;9
2739;CT2008-2667;2021-04-06;8
2740;CT2008-2668;2021-04-06;4
2741;CT2008-2669;2021-02-14;7
2742;CT2008-2670;2021-04-06;0
2743;CT2008-2671;2021-04-06;2
2744;CT2008-2672;2021-01-04;8
2745;CT2008-2673;2021-02-14;0
2746;CT2008-2674;2020-12-14;4
2747;CT2008-2675;2021-04-06;0
2748;CT2008-2676;2020-11-10;3
2749;CT2008-2677;2021-02-13;6
2750;CT2008-2678;2021-04-06;8
2751;CT2008-2679;2021-04-06;3
2752;CT2008-2680;2021-02-13;4
2753;CT2008-2681;2021-01-12;5
2754;CT2008-2682;2021-02-13;3
2755;CT2008-2683;2021-04-06;5
2756;CT2008-2684;2021-01-28;1
2757;CT2008-2685;2021-04-06;3
2758;CT2008-2686;2021-03-05;2
2759;CT2008-2687;2020-12-31;5
2760;CT2008-2688;2021-04-06;8
2761;CT2008-2689;2020-12-28;8
2762;CT2008-2690;2021-04-06;1
2763;CT2008-2691;2021-04-06;0
2764;CT2008-2692;2020-12-30;9
2765;CT2008-2693;2021-04-06;0
2766;CT2008-2694;2021-04-06;8
2767;CT2008-2695;2021-04-06;3
2768;CT2008-2696;2021-04-06;1
2769;CT2008-2697;2021-04-06;2
2770;CT2008-2698;2021-01-12;1
2771;CT2008-2699;2021-04-06;7
2772;CT2008-2700;2021-02-13;1
2773;CT2008-2701;2021-04-06;2
2774;CT2008-2702;2020-11-10;7
2775;CT2008-2703;2021-04-06;6
2776;CT2008-2704;2021-04-06;2
2777;CT2008-2705;2021-02-13;6
2778;CT2008-2706;2020-11-10;8
2779;CT2008-2707;2020-11-10;9
2780;CT2008-2708;2021-04-06;7
2781;CT2008-2709;2021-04-06;4
2782;CT2008-2710;2021-02-13;6
2783;CT2008-2711;2021-01-21;0
2784;CT2008-2712;2020-12-30;9
2785;CT2008-2713;2020-12-28;6
2786;CT2008-2714;2021-04-06;3
2787;CT2008-2715;2021-02-13;7
2788;CT2008-2716;2020-08-22;7
2789;CT2008-2717;2020-12-28;0
2790;CT2008-2718;2021-01-28;6
2791;CT2008-2719;2021-02-13;4
2792;CT2008-2720;2020-12-28;9
2793;CT2008-2721;2021-04-06;4
2794;CT2008-2722;2021-04-06;1
2795;CT2008-2723;2021-04-06;2
2796;CT2008-2724;2021-04-06;7
2797;CT2008-2725;2021-01-15;2
2798;CT2008-2726;2020-12-15;1
2799;CT2008-2727;2021-04-06;5
2800;CT2008-2728;2021-04-06;5
